climbRate,Sgz,p,q,curPitch,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SeTime1,SeTime2,SeTime3,SeTime4,SeTime5,SeTime6,SeTime7,SeTime8,SeTime9,SeTime10,SeTime11,SeTime12,SeTime13,SeTime14,diffSeTime1,diffSeTime2,diffSeTime3,diffSeTime4,diffSeTime5,diffSeTime6,diffSeTime7,diffSeTime8,diffSeTime9,diffSeTime10,diffSeTime11,diffSeTime12,diffSeTime13,diffSeTime14,alpha,Se,class
-116,-24,0.11,-0.12,1.31,-0.2,-8,11,-0.011,0.3,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.041,P
23,-24,-0.15,0.03,1.16,-0.6,-8,3,-0.002,-0.4,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0,0,-0.001,0,0,0,0,0,0,0,0,0,0,0,1.2,0.042,N
-58,-23,0.13,-0.14,1.21,-0.8,-9,3,0.009,2,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.04,P
-5,-24,0.19,0.01,1.13,-0.7,-9,7,0.008,-0.7,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.04,P
45,-23,0.18,0.03,1.09,-0.2,-8,0,-0.006,-0.3,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.04,P
10,-21,0.04,0.06,1.13,0.2,-8,-3,-0.005,-0.2,0.039,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.04,0.04,0.04,0.002,0,0,0,0,0,0,0,-0.001,0,-0.004,0,0,0,1.1,0.04,P
-113,-25,-0.07,-0.16,0.97,-0.6,-8,21,0,-1.3,0.03,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029,N
280,-20,0,0.02,0.61,-0.7,-9,5,0.006,-1.2,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.032,N
349,-11,0.1,0.11,0.56,-0.6,-9,2,0.005,-1.4,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.034,P
273,2,0.06,0.14,0.68,-0.4,-8,-8,-0.016,-0.9,0.034,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.035,N
16,9,-0.07,0.15,0.97,-0.6,-9,-13,0.007,0,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.034,0.034,0.035,0.035,0.035,0.035,0.035,0,0,0,0,0,0,-0.002,0,-0.002,0,0,0,0,0,1,0.035,N
-75,8,0.03,-0.02,0.98,-0.6,-9,3,0.007,0.8,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.032,0.032,0.032,0,0,0,0,0,0,0,0,0,0,0.001,0,-0.001,0,0.9,0.032,P
-99,7,0.19,0.09,1.06,-0.5,-8,-8,0.013,-0.2,0.031,0.033,0.033,0.033,0.033,0.033,0.033,0.032,0.032,0.033,0.033,0.033,0.033,0.033,-0.002,0,0,0,0,0,0,0,-0.002,0,0,0,0,0,1,0.033,P
-150,5,0.2,0.05,1.08,-0.3,-8,-4,-0.006,0.4,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.031,0.031,0.031,0.031,0.033,0.033,0.033,0,0,0,0,0,0,-0.002,0,0,0,-0.002,0,0,0,0.9,0.033,N
255,4,0.21,0.03,0.55,0.5,-8,11,0.002,-0.8,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.031,P
78,18,-0.06,0.14,0.84,1,-7,-11,-0.013,-0.4,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.033,N
-152,15,-0.25,0.08,1.03,0.5,-8,-3,-0.002,-0.5,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.031,N
-135,6,-0.19,-0.02,0.95,-0.3,-8,7,0.004,-0.9,0.03,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.028,N
-43,4,-0.13,0.16,0.88,-0.6,-8,3,0.001,-1.9,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.031,0.031,0.031,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.8,0.031,N
-236,-1,-0.09,0.03,1.13,-0.8,-9,-10,0.007,1.6,0.028,0.028,0.028,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.031,0.031,0.031,-0.001,0,-0.004,0,0,0,-0.001,0,0,0,-0.001,0,-0.001,0,0.9,0.031,N
-277,-8,0.12,-0.23,1.08,-0.7,-9,6,0.015,2.9,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.026,N
-21,-14,0.26,0.01,0.83,0.3,-8,2,-0.007,-0.1,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.027,0.027,0.028,0.028,0.028,-0.001,0,0,0,0,0,0,0,-0.002,0,-0.002,0,0,0,0.8,0.028,N
31,-14,0.2,-0.19,0.71,0.5,-7,13,-0.007,1.9,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0,0,0,0,0,0,-0.001,0,-0.001,0,-0.001,0,0,0,0.7,0.026,P
219,-11,0.21,-0.14,0.51,0.8,-7,13,0.003,0.2,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.027,0.027,0.025,0,0,0,0,0,0,0,0,0,0,0.002,0,0.001,0,0.7,0.025,P
245,-10,0.21,-0.06,0.49,0.8,-7,13,0,-0.4,0.032,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.027,0.003,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.7,0.027,P
243,-5,0.05,0.02,0.57,1,-7,-6,-0.017,0.8,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.031,0.031,0.031,0.031,0.032,0.032,0.029,0,0,0,0,0,0,0.001,0,0,0,-0.001,0,0.003,0,0.8,0.029,P
200,-3,-0.05,0.26,0.67,1,-7,-14,-0.014,-2.6,0.031,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.031,-0.002,0,-0.001,0,-0.001,0,0,0,0,0,0,0,0.001,0,0.9,0.031,N
-51,0,-0.19,0.2,0.96,0.8,-7,-22,-0.008,0.8,0.03,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.033,-0.002,0,0,0,0,0,0,0,0,0,-0.001,0,-0.002,0,0.9,0.033,N
-197,-3,-0.22,0.16,1.06,0.6,-7,-12,-0.004,-0.2,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.027,0.027,0.03,0.03,0.031,0.031,0.031,0,0,0,0,0,0,-0.002,0,-0.004,0,-0.002,0,0,0,0.9,0.031,N
-54,-12,-0.11,-0.11,0.79,0.1,-8,11,0.008,0.3,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025,N
67,-25,0.14,-0.04,0.67,0.5,-7,5,0.001,-0.1,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.026,N
113,-14,-0.17,-0.04,0.6,0.6,-7,6,-0.004,-0.4,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025,N
139,4,-0.1,0.09,0.61,-0.3,-8,-6,0.003,-0.1,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027,N
-100,5,-0.13,0.12,0.86,-0.6,-8,-10,-0.005,-0.1,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027,N
-70,-12,0.17,-0.01,0.76,-0.8,-9,4,0.006,-0.2,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,P
-39,-14,-0.09,-0.07,0.71,-0.2,-8,4,-0.012,1.3,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,N
35,-14,-0.24,0.04,0.65,-0.5,-8,4,-0.004,-0.1,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025,N
17,-13,-0.27,0.1,0.69,-0.9,-9,-2,0.003,-0.4,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.026,N
-3,-15,-0.11,-0.01,0.67,-1.5,-9,5,0.007,-0.6,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023,P
81,-14,0.01,0.01,0.58,-1.6,-9,5,0.002,-0.3,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023,N
149,-5,0.47,0.11,0.53,-1,-9,1,0.014,-0.6,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025,P
4,-2,0.62,0.27,0.75,0.3,-8,-16,-0.009,-2.5,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.027,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.7,0.027,N
-238,-7,0.33,-0.27,0.86,1.2,-7,2,-0.012,4.9,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.021,N
-50,-10,0.15,-0.05,0.67,1.6,-6,9,-0.01,0.1,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.022,0,0,0,0,0,0,0,0,0,0,-0.001,0,0.001,0,0.6,0.022,P
-103,-14,-0.39,0.05,0.77,1.4,-7,-4,-0.014,-0.1,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,N
-136,-16,-0.5,0.05,0.8,1,-7,-4,-0.011,-0.1,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.024,0.024,0.024,0.024,0.024,0.024,0.024,-0.001,0,-0.001,0,-0.001,0,-0.001,0,-0.001,0,0,0,0,0,0.7,0.024,N
18,-28,0.1,-0.05,0.6,-0.9,-9,7,0.012,0,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,N
97,-27,0.24,-0.03,0.53,-0.7,-9,6,0.009,-0.2,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.6,0.022,N
123,-26,0.25,0.12,0.53,-0.5,-8,1,0.001,-2.2,0.024,0.024,0.024,0.024,0.024,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,P
63,-23,0.19,0.09,0.61,-0.1,-8,-6,-0.012,-0.6,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,N
14,-23,0.09,0.08,0.65,0.1,-8,-7,-0.012,0.1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,-0.002,0,0,0,0,0,0,0,0.7,0.024,N
-172,-31,0.17,-0.02,0.81,0.5,-8,-4,0.001,0.4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.022,0,0,0,0,0,0,0,0,0,0,0,0,-0.003,0,0.6,0.022,N
76,-32,-0.06,-0.02,0.54,0.8,-7,4,-0.014,-0.3,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,P
116,-30,-0.21,-0.02,0.5,0.7,-7,3,-0.013,0,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.6,0.021,N
18,-26,-0.29,-0.13,0.57,-0.5,-8,7,0.006,2.7,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,N
297,-14,0.14,-0.04,0.31,-0.9,-9,7,0.01,-0.2,0.022,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,N
-76,8,-0.02,0.13,0.73,0.1,-8,-12,-0.007,-0.1,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023,N
38,-5,-0.13,-0.05,0.54,-0.5,-8,7,0,-0.1,0.022,0.022,0.022,0.022,0.022,0.021,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0.001,0,0.001,0,0,0,0,0,0,0,0.6,0.02,N
-152,-14,0.13,-0.06,0.71,-0.7,-9,6,0.005,0.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,N
52,-16,-0.04,-0.01,0.53,-0.3,-8,3,-0.011,-0.1,0.021,0.021,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,N
71,-13,-0.16,0.03,0.52,-0.6,-9,1,0.002,0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,N
104,-11,0.32,-0.05,0.46,-0.3,-8,7,0.009,-0.3,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.6,0.019,N
82,-7,0.37,0.2,0.57,0.4,-8,-14,-0.008,-1.4,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,N
-120,-11,0.09,-0.01,0.66,1.1,-7,9,-0.013,-1.7,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,N
-84,-12,0.02,-0.07,0.63,1.1,-7,6,-0.013,0.3,0.02,0.02,0.02,0.02,0.02,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.001,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.6,0.019,N
-67,-5,0.03,0.02,0.66,0.7,-7,-10,0.002,0.6,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,N
169,-16,-0.13,0.05,0.41,0.3,-8,0,-0.002,-1.5,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.6,0.02,N
-539,5,-0.36,0.14,1.79,0.4,-13,-6,0.001,1,0.039,0.039,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.042,0.042,0.042,0.042,0,0.001,0,0,0,0,0,0,0,-0.006,0,0,0,0,1.2,0.042,P
-516,-18,-0.13,0.08,1.71,-0.4,-13,1,0.016,-0.4,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.039,P
-500,-27,0.04,0.07,1.68,-0.4,-13,2,0.015,0,0.034,0.036,0.036,0.036,0.036,0.037,0.037,0.037,0.037,0.039,0.039,0.039,0.039,0.039,-0.002,0,0,0,-0.002,0,0,0,-0.002,0,0,0,0,0,1.1,0.039,P
-203,-46,0.35,-0.08,1.23,0.3,-13,13,0.006,-0.3,0.035,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.034,P
98,-47,0.25,-0.04,0.91,1.6,-11,4,-0.008,0,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.035,P
203,-43,0.15,-0.01,0.76,1.9,-11,7,-0.009,-0.5,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.035,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,1,0.035,P
608,-14,-0.36,0.16,0.36,1.5,-12,-8,-0.013,-1.3,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.037,P
593,-12,-0.39,0.1,0.38,1.4,-12,-8,-0.012,0,0.038,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.037,P
581,-10,-0.41,0.07,0.38,1.3,-12,-7,-0.012,0.8,0.039,0.038,0.038,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.002,0,0.001,0,0,0,0,0,0,0,0,0,0,0,1.1,0.037,P
550,1,-0.5,0.13,0.4,0.9,-12,-4,-0.01,-0.4,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.039,0.039,0.038,0.038,0.037,0,0,0,0,0,0,0,0,0.001,0,0.002,0,0.001,0,1,0.037,P
139,17,-0.31,0.3,0.94,-0.3,-13,-18,0.014,-0.3,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.04,P
-155,17,-0.09,0.32,1.28,-0.7,-14,-20,0.011,-0.2,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.036,0.036,0.04,0,0,0,0,0,0,0,0,0,0,-0.002,0,-0.006,0,1.1,0.04,P
-173,11,0.1,0.13,1.16,-0.7,-14,3,0.013,-1.5,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.034,0,0,0,0,0,0,0,0,0,0,0,0,-0.004,0,1,0.034,P
247,13,0.12,-0.04,0.61,0.3,-13,10,-0.012,-0.3,0.035,0.032,0.032,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.003,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.9,0.031,P
188,29,-0.31,0.2,0.8,0.1,-13,-13,-0.016,0.7,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.037,P
2,31,-0.49,0.24,1.02,-0.5,-13,-15,-0.013,0.1,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.037,0.037,0.037,0,0,0,0,0,0,0,0,-0.001,0,-0.001,0,-0.001,0,1,0.037,P
-194,28,-0.44,0.23,1.21,-1.3,-14,-13,0.008,-0.2,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.034,0.034,0.036,0,0,0,0,0,0,0,0,0,0,-0.004,0,-0.003,0,1,0.036,P
-119,20,0.2,0.09,1.04,-1.7,-15,2,0.02,0.1,0.034,0.034,0.034,0.034,0.034,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0.9,0.033,P
-272,12,0.45,0.2,1.25,-0.6,-13,-11,-0.002,-0.2,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.035,P
-536,-5,0.35,0.21,1.55,0.5,-13,-13,-0.008,-0.2,0.029,0.031,0.031,0.031,0.031,0.031,0.031,0.032,0.032,0.033,0.033,0.035,0.035,0.035,-0.002,0,0,0,0,0,-0.002,0,-0.002,0,-0.002,0,0,0,1,0.035,P
182,-34,-0.31,-0.16,0.56,0.8,-12,20,-0.014,-0.1,0.027,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.026,P
341,-31,-0.4,-0.15,0.39,0.5,-12,20,-0.012,-0.1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.027,0.027,0.026,0.026,0.026,0.026,0.026,0,0,0,0,0,0,0.002,0,0.001,0,0,0,0,0,0.8,0.026,P
533,-18,-0.52,0.02,0.28,-0.3,-13,0,0.002,0.1,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,0,0.9,0.029,P
72,33,0.16,0.25,0.83,-1.8,-15,-14,0.009,-0.2,0.03,0.032,0.032,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,-0.002,0,-0.002,0,0,0,0,0,0,0,0,0,0,0,0.9,0.033,P
-126,32,0.29,-0.06,0.97,-1.4,-14,-7,0.008,2.9,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.029,P
-76,30,0.39,0.08,0.9,-0.9,-14,1,0.006,-0.5,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.8,0.029,P
-227,21,-0.02,0.13,1.08,0.2,-13,-6,-0.023,-0.1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.03,P
-279,17,-0.23,0.14,1.13,0.1,-13,-6,-0.021,-0.1,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,-0.002,0,0,0,0,0,0.8,0.03,P
-305,9,-0.46,0.08,1.12,-0.6,-13,2,-0.009,-0.4,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.028,P
-281,0,-0.55,-0.02,1.08,-1.5,-14,2,0.004,0.5,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027,P
-151,-7,-0.46,0.01,0.92,-2.3,-15,8,0.012,0,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027,P
170,-6,0.09,0.02,0.56,-3,-16,10,0.02,-0.2,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.026,P
251,-4,0.24,0.01,0.48,-2.9,-16,10,0.019,-0.1,0.029,0.029,0.029,0.029,0.029,0.028,0.028,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0,0,0,0,0.001,0,0.002,0,0,0,0,0,0,0,0.7,0.026,P
257,11,0.43,0.17,0.54,-1.9,-15,-6,-0.001,-0.2,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029,P
-394,2,-0.07,0.15,1.19,-0.2,-13,-7,-0.008,-0.4,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.028,P
-393,-23,-0.19,0.03,1.13,-0.7,-14,5,-0.001,-0.2,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025,N
